labeler,column,start_date,start_time,end_date,end_time,eat,drink,sleep,chinrest,ride,stand,stand_near_fence,gone,Estrus_stage,Hours_til_estrus
ARIS group 7,"cow-a
(black)",25/1/2024,6:00:00,26/1/2024,6:00:00,22474,1890,33804,0,0,17122,8762,0,non-estrus,24
ARIS group 7,"cow-b
(white-pattern)",25/1/2024,6:00:00,26/1/2024,6:00:00,15775,2404,40333,0,0,23275,2265,0,non-estrus,24
ARIS group 7,"cow-c
(black-pattern)",25/1/2024,6:00:00,26/1/2024,6:00:00,20558,1312,40667,0,0,15899,5616,0,non-estrus,24
ARIS group 7,"cow-a
(black)",25/1/2024,12:00:00,26/1/2024,12:00:00,22797,4518,36334,0,0,15250,6574,0,non-estrus,24
ARIS group 7,"cow-b
(white-pattern)",25/1/2024,12:00:00,26/1/2024,12:00:00,19427,3955,40931,0,0,17522,3638,0,non-estrus,24
ARIS group 7,"cow-c
(black-pattern)",25/1/2024,12:00:00,26/1/2024,12:00:00,22816,2454,41700,0,0,12508,5995,0,non-estrus,24
ARIS group 7,"cow-a
(black)",25/1/2024,18:00:00,26/1/2024,18:00:00,24082,4541,35761,17,0,15591,6293,0,non-estrus,24
ARIS group 7,"cow-b
(white-pattern)",25/1/2024,18:00:00,26/1/2024,18:00:00,19033,3315,41742,0,0,18885,3310,0,non-estrus,24
ARIS group 7,"cow-c
(black-pattern)",25/1/2024,18:00:00,26/1/2024,18:00:00,24302,1759,40382,0,0,14148,5694,0,non-estrus,24
ARIS group 7,"cow-a
(black)",26/1/2024,0:00:00,26/1/2024,23:59:59,25142,4648,36980,17,0,13468,5683,0,non-estrus,23.99
ARIS group 7,"cow-b
(white-pattern)",26/1/2024,0:00:00,26/1/2024,23:59:59,20036,3434,38929,0,0,19922,3617,0,non-estrus,23.99
ARIS group 7,"cow-c
(black-pattern)",26/1/2024,0:00:00,26/1/2024,23:59:59,27814,2103,40064,0,0,12122,3835,0,non-estrus,23.99
ARIS group 8,"cow-a
(black)",27/1/2024,0:00:00,28/1/2024,0:00:00,23694,2141,36990,0,0,12295,10829,0,non-estrus,293.5
ARIS group 8,"cow-b
(white-pattern)",27/1/2024,0:00:00,28/1/2024,0:00:00,19482,435,35141,0,0,20214,10677,0,non-estrus,284
ARIS group 8,"cow-c
(black-pattern)",27/1/2024,0:00:00,28/1/2024,0:00:00,26570,620,36610,0,0,15149,7000,0,non-estrus,275
ARIS group 8,"cow-a
(black)",27/1/2024,6:00:00,28/1/2024,6:00:00,23738,2782,32438,0,0,15620,10652,0,non-estrus,287.5
ARIS group 8,"cow-b
(white-pattern)",27/1/2024,6:00:00,28/1/2024,6:00:00,19274,435,36318,0,0,18703,10500,0,non-estrus,278
ARIS group 8,"cow-c
(black-pattern)",27/1/2024,6:00:00,28/1/2024,6:00:00,26657,1660,32932,0,0,16888,7093,0,non-estrus,269
ARIS group 8,"cow-a
(black)",27/1/2024,12:00:00,28/1/2024,12:00:00,26522,4002,33338,0,0,12616,8933,0,non-estrus,281.5
ARIS group 8,"cow-b
(white-pattern)",27/1/2024,12:00:00,28/1/2024,12:00:00,19174,4117,37223,0,0,14528,10369,0,non-estrus,272
ARIS group 8,"cow-c
(black-pattern)",27/1/2024,12:00:00,28/1/2024,12:00:00,24175,4813,33126,0,0,16621,6676,0,non-estrus,263
ARIS group 8,"cow-a
(black)",27/1/2024,18:00:00,28/1/2024,18:00:00,24424,4920,33338,0,0,10944,12704,0,non-estrus,275.5
ARIS group 8,"cow-b
(white-pattern)",27/1/2024,18:00:00,28/1/2024,18:00:00,19486,7449,38274,0,0,12342,8779,0,non-estrus,266
ARIS group 8,"cow-c
(black-pattern)",27/1/2024,18:00:00,28/1/2024,18:00:00,23298,5186,38074,0,0,12719,7053,0,non-estrus,257
ARIS group 8,"cow-a
(black)",28/1/2024,0:00:00,29/1/2024,0:00:00,27903,6808,26549,0,0,12308,12831,0,non-estrus,269.5
ARIS group 8,"cow-b
(white-pattern)",28/1/2024,0:00:00,29/1/2024,0:00:00,18694,8725,41718,0,0,7806,9456,0,non-estrus,260
ARIS group 8,"cow-c
(black-pattern)",28/1/2024,0:00:00,29/1/2024,0:00:00,23731,5365,36573,0,0,14038,6692,0,non-estrus,251
ARIS group 8,"cow-a
(black)",28/1/2024,6:00:00,29/1/2024,6:00:00,27801,6021,30006,0,0,9472,12800,0,non-estrus,263.5
ARIS group 8,"cow-b
(white-pattern)",28/1/2024,6:00:00,29/1/2024,6:00:00,18694,8725,40356,0,0,8869,9456,0,non-estrus,254
ARIS group 8,"cow-c
(black-pattern)",28/1/2024,6:00:00,29/1/2024,6:00:00,22359,4325,42138,0,0,10980,6298,0,non-estrus,245
ARIS group 8,"cow-a
(black)",28/1/2024,12:00:00,29/1/2024,12:00:00,24401,4584,30038,0,0,11717,14970,0,non-estrus,257.5
ARIS group 8,"cow-b
(white-pattern)",28/1/2024,12:00:00,29/1/2024,12:00:00,14909,5035,39778,0,0,14030,11958,0,non-estrus,248
ARIS group 8,"cow-c
(black-pattern)",28/1/2024,12:00:00,29/1/2024,12:00:00,19816,910,43063,0,0,10554,11367,0,non-estrus,239
ARIS group 8,"cow-a
(black)",28/1/2024,18:00:00,29/1/2024,18:00:00,26870,3200,30038,0,0,18320,7402,0,non-estrus,251.5
ARIS group 8,"cow-b
(white-pattern)",28/1/2024,18:00:00,29/1/2024,18:00:00,14731,1191,38727,0,0,22207,8974,0,non-estrus,242
ARIS group 8,"cow-c
(black-pattern)",28/1/2024,18:00:00,29/1/2024,18:00:00,19587,433,38115,0,0,19159,8536,0,non-estrus,233
ARIS group 8,"cow-a
(black)",29/1/2024,0:00:00,30/1/2024,0:00:00,28691,1312,32198,0,0,15804,7165,0,non-estrus,245.5
ARIS group 8,"cow-b
(white-pattern)",29/1/2024,0:00:00,30/1/2024,0:00:00,16967,255,35782,0,0,24156,8010,0,non-estrus,236
ARIS group 8,"cow-c
(black-pattern)",29/1/2024,0:00:00,30/1/2024,0:00:00,19218,254,39488,0,0,17316,8894,0,non-estrus,227
ARIS group 8,"cow-a
(black)",29/1/2024,6:00:00,30/1/2024,6:00:00,29712,1630,31262,0,0,15731,7165,0,non-estrus,239.5
ARIS group 8,"cow-b
(white-pattern)",29/1/2024,6:00:00,30/1/2024,6:00:00,16967,255,38137,0,0,22131,8010,0,non-estrus,230
ARIS group 8,"cow-c
(black-pattern)",29/1/2024,6:00:00,30/1/2024,6:00:00,22545,475,35249,0,0,18337,8894,0,non-estrus,221
ARIS group 8,"cow-a
(black)",29/1/2024,12:00:00,30/1/2024,12:00:00,30268,2471,33181,0,0,13154,6449,0,non-estrus,233.5
ARIS group 8,"cow-b
(white-pattern)",29/1/2024,12:00:00,30/1/2024,12:00:00,17282,2353,39480,0,0,13962,12446,0,non-estrus,224
ARIS group 8,"cow-c
(black-pattern)",29/1/2024,12:00:00,30/1/2024,12:00:00,30315,1128,36289,0,0,13210,4581,0,non-estrus,215
ARIS group 8,"cow-a
(black)",29/1/2024,18:00:00,30/1/2024,18:00:00,26911,5776,33181,0,0,11948,7984,0,non-estrus,227.5
ARIS group 8,"cow-b
(white-pattern)",29/1/2024,18:00:00,30/1/2024,18:00:00,15922,4695,39480,0,0,8143,17560,0,non-estrus,218
ARIS group 8,"cow-c
(black-pattern)",29/1/2024,18:00:00,30/1/2024,18:00:00,26379,1116,37160,0,0,14393,6752,0,non-estrus,209
ARIS group 8,"cow-a
(black)",30/1/2024,0:00:00,31/1/2024,0:00:00,27189,6544,31903,0,0,11899,8077,0,non-estrus,221.5
ARIS group 8,"cow-b
(white-pattern)",30/1/2024,0:00:00,31/1/2024,0:00:00,16966,5954,36947,0,0,8149,17596,0,non-estrus,212
ARIS group 8,"cow-c
(black-pattern)",30/1/2024,0:00:00,31/1/2024,0:00:00,30105,1226,33139,0,0,14237,6905,0,non-estrus,203
ARIS group 8,"cow-a
(black)",30/1/2024,6:00:00,31/1/2024,6:00:00,26168,6226,34695,0,0,11168,8077,0,non-estrus,215.5
ARIS group 8,"cow-b
(white-pattern)",30/1/2024,6:00:00,31/1/2024,6:00:00,16966,5954,35988,0,0,9830,17596,0,non-estrus,206
ARIS group 8,"cow-c
(black-pattern)",30/1/2024,6:00:00,31/1/2024,6:00:00,26778,1005,37668,0,0,13954,6929,0,non-estrus,197
ARIS group 8,"cow-a
(black)",30/1/2024,12:00:00,31/1/2024,12:00:00,22680,4984,33344,0,0,18989,5754,0,non-estrus,209.5
ARIS group 8,"cow-b
(white-pattern)",30/1/2024,12:00:00,31/1/2024,12:00:00,16364,4328,34688,0,0,21523,8848,0,non-estrus,200
ARIS group 8,"cow-c
(black-pattern)",30/1/2024,12:00:00,31/1/2024,12:00:00,20675,308,36297,0,0,24685,3786,0,non-estrus,191
ARIS group 8,"cow-a
(black)",30/1/2024,18:00:00,31/1/2024,18:00:00,30144,1353,33344,0,0,13588,7371,0,non-estrus,203.5
ARIS group 8,"cow-b
(white-pattern)",30/1/2024,18:00:00,31/1/2024,18:00:00,23335,2420,34688,0,0,19307,6050,0,non-estrus,194
ARIS group 8,"cow-c
(black-pattern)",30/1/2024,18:00:00,31/1/2024,18:00:00,30143,1609,35426,0,0,17151,1471,0,non-estrus,185
ARIS group 8,"cow-a
(black)",31/1/2024,0:00:00,31/1/2024,23:59:59,31308,585,29962,0,0,15791,7278,0,non-estrus,194.5
ARIS group 8,"cow-b
(white-pattern)",31/1/2024,0:00:00,31/1/2024,23:59:59,24284,1665,30047,0,0,22914,6014,0,non-estrus,188
ARIS group 8,"cow-c
(black-pattern)",31/1/2024,0:00:00,31/1/2024,23:59:59,27911,1499,35049,0,0,19547,918,0,non-estrus,179
ARIS group 9,"cow-a
(black)",6/2/2024,0:00:00,7/2/2024,0:00:00,25833,2639,34857,47,0,12027,10461,535,non-estrus,49.78
ARIS group 9,"cow-b
(white-pattern)",6/2/2024,0:00:00,7/2/2024,0:00:00,15764,840,40751,0,0,13031,15478,535,non-estrus,54.23
ARIS group 9,"cow-c
(black-pattern)",6/2/2024,0:00:00,7/2/2024,0:00:00,24066,842,39759,112,0,11591,9494,535,non-estrus,35.25
ARIS group 9,"cow-a
(black)",6/2/2024,6:00:00,7/2/2024,6:00:00,25833,2694,35069,47,0,11405,10461,0,non-estrus,43.78
ARIS group 9,"cow-b
(white-pattern)",6/2/2024,6:00:00,7/2/2024,6:00:00,15764,840,40198,0,0,13229,15478,0,non-estrus,48.23
ARIS group 9,"cow-c
(black-pattern)",6/2/2024,6:00:00,7/2/2024,6:00:00,24962,979,38465,112,0,11324,9667,0,non-estrus,29.25
ARIS group 9,"cow-a
(black)",6/2/2024,12:00:00,7/2/2024,12:00:00,21135,1550,35679,0,5,10393,8786,7762,non-estrus,37.78
ARIS group 9,"cow-b
(white-pattern)",6/2/2024,12:00:00,7/2/2024,12:00:00,15326,1066,41083,0,0,9024,11049,7762,non-estrus,42.23
ARIS group 9,"cow-c
(black-pattern)",6/2/2024,12:00:00,7/2/2024,12:00:00,22207,834,39240,112,0,8510,6645,7762,No data,23.25
ARIS group 9,"cow-a
(black)",6/2/2024,18:00:00,7/2/2024,18:00:00,9665,667,32676,0,5,8481,4449,29552,non-estrus,31.78
ARIS group 9,"cow-b
(white-pattern)",6/2/2024,18:00:00,7/2/2024,18:00:00,7320,692,36022,0,0,5779,6130,29552,non-estrus,36.23
ARIS group 9,"cow-c
(black-pattern)",6/2/2024,18:00:00,7/2/2024,18:00:00,9394,656,36773,112,0,4421,4587,29552,No data,17.25
ARIS group 9,"cow-a
(black)",7/2/2024,0:00:00,8/2/2024,0:00:00,8621,606,21481,0,5,1379,2256,52051,non-estrus,25.78
ARIS group 9,"cow-b
(white-pattern)",7/2/2024,0:00:00,8/2/2024,0:00:00,6607,675,21868,0,0,1916,3282,52051,non-estrus,30.23
ARIS group 9,"cow-c
(black-pattern)",7/2/2024,0:00:00,8/2/2024,0:00:00,8923,656,19626,0,0,2044,3099,52051,No data,11.25
ARIS group 9,"cow-a
(black)",7/2/2024,6:00:00,8/2/2024,6:00:00,8621,551,485,0,5,644,2256,72752,non-estrus,19.78
ARIS group 9,"cow-b
(white-pattern)",7/2/2024,6:00:00,8/2/2024,6:00:00,6607,675,550,0,0,1448,3282,72752,non-estrus,24.23
ARIS group 9,"cow-c
(black-pattern)",7/2/2024,6:00:00,8/2/2024,6:00:00,7553,330,628,0,0,1523,2528,72752,No data,5.25
ARIS group 9,"cow-a
(black)",7/2/2024,12:00:00,8/2/2024,12:00:00,5081,1476,0,0,0,692,156,78548,non-estrus,13.78
ARIS group 9,"cow-b
(white-pattern)",7/2/2024,12:00:00,8/2/2024,12:00:00,4619,194,0,0,60,2473,59,78548,pre-estrus,18.23
ARIS group 9,"cow-c
(black-pattern)",7/2/2024,12:00:00,8/2/2024,12:00:00,4033,559,0,0,15,2775,23,78548,estrus,-0.75
ARIS group 9,"cow-a
(black)",7/2/2024,18:00:00,8/2/2024,18:00:00,13814,3380,0,124,24,4768,6384,57674,pre-estrus,7.78
ARIS group 9,"cow-b
(white-pattern)",7/2/2024,18:00:00,8/2/2024,18:00:00,5454,255,0,103,196,20415,2071,57674,pre-estrus,12.23
ARIS group 9,"cow-c
(black-pattern)",7/2/2024,18:00:00,8/2/2024,18:00:00,6438,615,0,79,110,19222,2030,57674,estrus,-6.25
ARIS group 9,"cow-a
(black)",8/2/2024,0:00:00,9/2/2024,0:00:00,18303,3380,164,1494,4079,14059,8846,36074,pre-estrus,1.78
ARIS group 9,"cow-b
(white-pattern)",8/2/2024,0:00:00,9/2/2024,0:00:00,6660,255,2405,103,196,38226,2480,36074,pre-estrus,6.23
ARIS group 9,"cow-c
(black-pattern)",8/2/2024,0:00:00,9/2/2024,0:00:00,8914,615,1089,79,110,36708,2810,36074,non-estrus,-12.25
ARIS group 9,"cow-a
(black)",8/2/2024,6:00:00,9/2/2024,6:00:00,18817,3380,6527,1625,4160,26901,10063,14474,estrus,-4.22
ARIS group 9,"cow-b
(white-pattern)",8/2/2024,6:00:00,9/2/2024,6:00:00,6660,255,18364,103,221,43390,2480,14474,pre-estrus,0.23
ARIS group 9,"cow-c
(black-pattern)",8/2/2024,6:00:00,9/2/2024,6:00:00,11420,859,10501,79,118,45448,3048,14474,non-estrus,-18.25
ARIS group 9,"cow-a
(black)",8/2/2024,12:00:00,9/2/2024,12:00:00,20003,2061,6527,1625,4167,39332,11095,726,estrus,-10.22
ARIS group 9,"cow-b
(white-pattern)",8/2/2024,12:00:00,9/2/2024,12:00:00,3385,61,19660,103,161,58849,2591,726,estrus,-5.77
ARIS group 9,"cow-c
(black-pattern)",8/2/2024,12:00:00,9/2/2024,12:00:00,12014,613,11502,79,103,57303,3196,726,non-estrus,-24.25
ARIS group 9,"cow-a
(black)",8/2/2024,18:00:00,9/2/2024,18:00:00,15664,1212,8080,1526,4154,49316,5900,0,non-estrus,-16.22
ARIS group 9,"cow-b
(white-pattern)",8/2/2024,18:00:00,9/2/2024,18:00:00,6467,78,19660,0,41,58494,1112,0,non-estrus,-11.77
ARIS group 9,"cow-c
(black-pattern)",8/2/2024,18:00:00,9/2/2024,18:00:00,15803,917,16989,0,8,50360,1775,0,non-estrus,No data
ARIS group 9,"cow-a
(black)",9/2/2024,0:00:00,10/2/2024,0:00:00,15085,2348,22962,156,102,42257,3489,0,non-estrus,-22.22
ARIS group 9,"cow-b
(white-pattern)",9/2/2024,0:00:00,10/2/2024,0:00:00,10376,274,30507,0,41,44169,1032,0,non-estrus,-17.77
ARIS group 9,"cow-c
(black-pattern)",9/2/2024,0:00:00,10/2/2024,0:00:00,19260,1391,28090,0,8,36655,995,0,non-estrus,No data
ARIS group 9,"cow-a
(black)",9/2/2024,6:00:00,10/2/2024,6:00:00,14571,2667,36155,25,21,29948,2272,0,non-estrus,-28.22
ARIS group 9,"cow-b
(white-pattern)",9/2/2024,6:00:00,10/2/2024,6:00:00,11743,274,30800,0,16,41530,1296,0,non-estrus,-23.77
ARIS group 9,"cow-c
(black-pattern)",9/2/2024,6:00:00,10/2/2024,6:00:00,16754,1147,38009,0,0,28355,1394,0,non-estrus,No data
ARIS group 9,"cow-a
(black)",9/2/2024,12:00:00,10/2/2024,12:00:00,19613,4161,37918,25,14,20453,3383,0,non-estrus,No data
ARIS group 9,"cow-b
(white-pattern)",9/2/2024,12:00:00,10/2/2024,12:00:00,20937,389,32479,0,16,27042,4704,0,non-estrus,No data
ARIS group 9,"cow-c
(black-pattern)",9/2/2024,12:00:00,10/2/2024,12:00:00,23636,1218,39165,0,0,18739,2809,0,non-estrus,No data
ARIS group 9,"cow-a
(black)",9/2/2024,18:00:00,10/2/2024,18:00:00,24613,5683,38804,79,3,9434,7233,0,non-estrus,No data
ARIS group 9,"cow-b
(white-pattern)",9/2/2024,18:00:00,10/2/2024,18:00:00,27034,590,34910,0,0,13582,9733,0,non-estrus,No data
ARIS group 9,"cow-c
(black-pattern)",9/2/2024,18:00:00,10/2/2024,18:00:00,26453,1589,40194,0,0,14584,3029,0,non-estrus,No data
ARIS group 9,"cow-a
(black)",10/2/2024,0:00:00,10/2/2024,23:59:59,23659,5272,35305,1041,226,12351,7491,0,non-estrus,No data
ARIS group 9,"cow-b
(white-pattern)",10/2/2024,0:00:00,10/2/2024,23:59:59,24479,607,36564,0,0,13050,10645,0,non-estrus,No data
ARIS group 9,"cow-c
(black-pattern)",10/2/2024,0:00:00,10/2/2024,23:59:59,25096,1115,40461,0,0,15644,3029,0,non-estrus,No data
ARIS group 10,"cow-a
(black)",2/11/2024,0:00:00,2/12/2024,0:00:00,16999,1294,33180,0,0,25104,4234,5521,non-estrus,371.2544444
ARIS group 10,"cow-b
(white-pattern)",2/11/2024,0:00:00,2/12/2024,0:00:00,11672,49,38345,0,0,29900,912,5521,non-estrus,371.2544444
ARIS group 10,"cow-c
(black-pattern)",2/11/2024,0:00:00,2/12/2024,0:00:00,11156,225,42174,0,0,26611,712,5521,non-estrus,371.2544444
ARIS group 10,"cow-a
(black)",2/11/2024,6:00:00,2/12/2024,6:00:00,16999,1215,32768,0,0,24965,4194,5521,non-estrus,365.2544444
ARIS group 10,"cow-b
(white-pattern)",2/11/2024,6:00:00,2/12/2024,6:00:00,11672,49,36530,0,0,31045,912,5521,non-estrus,365.2544444
ARIS group 10,"cow-c
(black-pattern)",2/11/2024,6:00:00,2/12/2024,6:00:00,11877,225,39149,0,0,28333,624,5521,non-estrus,365.2544444
ARIS group 10,"cow-a
(black)",2/11/2024,12:00:00,2/12/2024,12:00:00,24375,731,34796,0,0,21811,2823,0,non-estrus,359.2544444
ARIS group 10,"cow-b
(white-pattern)",2/11/2024,12:00:00,2/12/2024,12:00:00,15788,108,38999,0,0,28234,1252,0,non-estrus,359.2544444
ARIS group 10,"cow-c
(black-pattern)",2/11/2024,12:00:00,2/12/2024,12:00:00,15557,338,40494,0,0,27832,315,0,non-estrus,359.2544444
ARIS group 10,"cow-a
(black)",2/11/2024,18:00:00,2/12/2024,18:00:00,24524,843,34796,0,0,20546,5350,0,non-estrus,353.2544444
ARIS group 10,"cow-b
(white-pattern)",2/11/2024,18:00:00,2/12/2024,18:00:00,16029,152,38216,0,0,28937,2570,0,non-estrus,353.2544444
ARIS group 10,"cow-c
(black-pattern)",2/11/2024,18:00:00,2/12/2024,18:00:00,19922,257,35986,0,0,28888,1006,0,non-estrus,353.2544444
ARIS group 10,"cow-a
(black)",2/12/2024,0:00:00,13/2/2024,0:00:00,26989,2330,30356,0,0,21307,5417,0,non-estrus,347.2544444
ARIS group 10,"cow-b
(white-pattern)",2/12/2024,0:00:00,13/2/2024,0:00:00,19443,645,32146,0,0,31369,2641,0,non-estrus,347.2544444
ARIS group 10,"cow-c
(black-pattern)",2/12/2024,0:00:00,13/2/2024,0:00:00,26067,257,30557,0,0,28583,935,0,non-estrus,347.2544444
ARIS group 10,"cow-a
(black)",2/12/2024,6:00:00,13/2/2024,6:00:00,26989,2330,30268,0,0,20983,5417,0,non-estrus,341.2544444
ARIS group 10,"cow-b
(white-pattern)",2/12/2024,6:00:00,13/2/2024,6:00:00,19443,645,32290,0,0,30813,2641,0,non-estrus,341.2544444
ARIS group 10,"cow-c
(black-pattern)",2/12/2024,6:00:00,13/2/2024,6:00:00,25424,257,31469,0,0,27902,935,0,non-estrus,341.2544444
ARIS group 10,"cow-a
(black)",2/12/2024,12:00:00,13/2/2024,12:00:00,26086,5813,30361,0,0,18173,5547,0,non-estrus,335.2544444
ARIS group 10,"cow-b
(white-pattern)",2/12/2024,12:00:00,13/2/2024,12:00:00,18529,3046,31856,0,0,29261,3288,0,non-estrus,335.2544444
ARIS group 10,"cow-c
(black-pattern)",2/12/2024,12:00:00,13/2/2024,12:00:00,24250,3218,31913,0,0,24368,2219,0,non-estrus,335.2544444
ARIS group 10,"cow-a
(black)",2/12/2024,18:00:00,13/2/2024,18:00:00,26859,7634,30361,0,0,16566,4263,0,non-estrus,329.2544444
ARIS group 10,"cow-b
(white-pattern)",2/12/2024,18:00:00,13/2/2024,18:00:00,19687,3859,33066,0,0,26331,2740,0,non-estrus,329.2544444
ARIS group 10,"cow-c
(black-pattern)",2/12/2024,18:00:00,13/2/2024,18:00:00,22290,4864,31913,0,0,24515,2089,0,non-estrus,329.2544444
ARIS group 10,"cow-a
(black)",13/2/2024,0:00:00,14/2/2024,0:00:00,22622,6056,37765,0,0,15669,4287,0,non-estrus,323.2544444
ARIS group 10,"cow-b
(white-pattern)",13/2/2024,0:00:00,14/2/2024,0:00:00,15809,3366,38340,0,0,24157,4727,0,non-estrus,323.2544444
ARIS group 10,"cow-c
(black-pattern)",13/2/2024,0:00:00,14/2/2024,0:00:00,15203,4882,39461,0,0,24734,2107,0,non-estrus,323.2544444
ARIS group 10,"cow-a
(black)",13/2/2024,6:00:00,14/2/2024,6:00:00,22652,6056,33303,0,0,18587,4369,0,non-estrus,317.2544444
ARIS group 10,"cow-b
(white-pattern)",13/2/2024,6:00:00,14/2/2024,6:00:00,15839,3366,36424,0,0,24641,4697,0,non-estrus,317.2544444
ARIS group 10,"cow-c
(black-pattern)",13/2/2024,6:00:00,14/2/2024,6:00:00,15859,4882,35626,0,0,25428,3160,0,non-estrus,317.2544444
ARIS group 10,"cow-a
(black)",13/2/2024,12:00:00,14/2/2024,12:00:00,25239,3850,34813,0,0,17102,5166,0,non-estrus,311.2544444
ARIS group 10,"cow-b
(white-pattern)",13/2/2024,12:00:00,14/2/2024,12:00:00,18298,1385,37303,0,0,20355,8829,0,non-estrus,311.2544444
ARIS group 10,"cow-c
(black-pattern)",13/2/2024,12:00:00,14/2/2024,12:00:00,20105,3399,37076,0,0,20891,4699,0,non-estrus,311.2544444
ARIS group 10,"cow-a
(black)",13/2/2024,18:00:00,14/2/2024,18:00:00,27126,3594,35268,0,0,11124,9258,0,non-estrus,305.2544444
ARIS group 10,"cow-b
(white-pattern)",13/2/2024,18:00:00,14/2/2024,18:00:00,19568,2026,38170,0,0,12084,14522,0,non-estrus,305.2544444
ARIS group 10,"cow-c
(black-pattern)",13/2/2024,18:00:00,14/2/2024,18:00:00,22412,3291,37797,0,0,16183,6673,0,non-estrus,305.2544444
ARIS group 10,"cow-a
(black)",14/2/2024,0:00:00,15/2/2024,0:00:00,29351,4253,33017,0,0,10363,9415,0,non-estrus,299.2544444
ARIS group 10,"cow-b
(white-pattern)",14/2/2024,0:00:00,15/2/2024,0:00:00,20353,3037,35091,0,0,14327,13591,0,non-estrus,299.2544444
ARIS group 10,"cow-c
(black-pattern)",14/2/2024,0:00:00,15/2/2024,0:00:00,25326,3827,32615,0,0,16875,7735,0,non-estrus,299.2544444
ARIS group 10,"cow-a
(black)",14/2/2024,6:00:00,15/2/2024,6:00:00,29351,4253,35156,0,0,7848,9333,0,non-estrus,293.2544444
ARIS group 10,"cow-b
(white-pattern)",14/2/2024,6:00:00,15/2/2024,6:00:00,20353,3037,35628,0,0,13332,13591,0,non-estrus,293.2544444
ARIS group 10,"cow-c
(black-pattern)",14/2/2024,6:00:00,15/2/2024,6:00:00,24593,3827,35645,0,0,14845,7010,0,non-estrus,293.2544444
ARIS group 10,"cow-a
(black)",14/2/2024,12:00:00,15/2/2024,12:00:00,27900,7133,35308,0,0,6240,9197,0,non-estrus,287.2544444
ARIS group 10,"cow-b
(white-pattern)",14/2/2024,12:00:00,15/2/2024,12:00:00,19375,5579,36489,0,0,12869,11466,0,non-estrus,287.2544444
ARIS group 10,"cow-c
(black-pattern)",14/2/2024,12:00:00,15/2/2024,12:00:00,22103,5643,37082,0,0,14077,6852,0,non-estrus,287.2544444
ARIS group 10,"cow-a
(black)",14/2/2024,18:00:00,15/2/2024,18:00:00,24473,7026,35978,0,0,6552,11805,0,non-estrus,281.2544444
ARIS group 10,"cow-b
(white-pattern)",14/2/2024,18:00:00,15/2/2024,18:00:00,17520,6518,37868,0,0,13565,10363,0,non-estrus,281.2544444
ARIS group 10,"cow-c
(black-pattern)",14/2/2024,18:00:00,15/2/2024,18:00:00,21873,5863,36361,0,0,14542,7162,0,non-estrus,281.2544444
ARIS group 10,"cow-a
(black)",15/2/2024,0:00:00,15/2/2024,23:59:59,23103,6842,34596,0,0,9302,11777,0,non-estrus,275.2547222
ARIS group 10,"cow-b
(white-pattern)",15/2/2024,0:00:00,15/2/2024,23:59:59,17692,7276,36208,0,0,13443,11001,0,non-estrus,275.2547222
ARIS group 10,"cow-c
(black-pattern)",15/2/2024,0:00:00,15/2/2024,23:59:59,21513,5615,37818,0,0,13248,7400,0,non-estrus,275.2547222
ARIS group 11,"cow-a
(black)",13/11/2023,0:00:00,14/11/2023,0:00:00,22478,934,42904,0,0,9299,10784,0,non-estrus,85.18
ARIS group 11,"cow-b
(white-pattern)",13/11/2023,0:00:00,14/11/2023,0:00:00,14309,830,53930,0,0,9805,7525,0,non-estrus,32.198
ARIS group 11,"cow-c
(black-pattern)",13/11/2023,0:00:00,14/11/2023,0:00:00,19964,6069,45985,0,0,7685,6696,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",13/11/2023,6:00:00,14/11/2023,6:00:00,22478,1008,33884,0,0,10751,10784,0,non-estrus,79.18
ARIS group 11,"cow-b
(white-pattern)",13/11/2023,6:00:00,14/11/2023,6:00:00,14309,890,44949,582,0,10650,7525,0,non-estrus,26.198
ARIS group 11,"cow-c
(black-pattern)",13/11/2023,6:00:00,14/11/2023,6:00:00,21283,6283,36502,0,0,8141,6696,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",13/11/2023,12:00:00,14/11/2023,12:00:00,28308,1267,33884,0,0,14528,7136,0,non-estrus,73.18
ARIS group 11,"cow-b
(white-pattern)",13/11/2023,12:00:00,14/11/2023,12:00:00,17911,781,40532,582,0,19582,5735,0,non-estrus,20.198
ARIS group 11,"cow-c
(black-pattern)",13/11/2023,12:00:00,14/11/2023,12:00:00,25658,4018,36502,0,0,11754,7191,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",13/11/2023,18:00:00,14/11/2023,18:00:00,32867,3831,32717,0,0,14299,2573,0,non-estrus,67.18
ARIS group 11,"cow-b
(white-pattern)",13/11/2023,18:00:00,14/11/2023,18:00:00,14658,1041,42270,582,0,27348,388,0,non-estrus,14.198
ARIS group 11,"cow-c
(black-pattern)",13/11/2023,18:00:00,14/11/2023,18:00:00,33104,2898,32067,0,0,14902,3316,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",14/11/2023,0:00:00,15/11/2023,0:00:00,29848,4491,34593,0,0,15218,2249,0,non-estrus,61.18
ARIS group 11,"cow-b
(white-pattern)",14/11/2023,0:00:00,15/11/2023,0:00:00,13444,1041,41761,582,0,29015,556,0,non-estrus,8.198
